,date,sex,age,confirmed,deceased
741,2020-04-12,male,30,450,0
742,2020-04-12,male,40,563,1
743,2020-04-12,male,50,776,7
744,2020-04-12,male,60,535,16
745,2020-04-12,male,70,280,33
746,2020-04-12,male,80,191,53
747,2020-04-12,female,0,77,0
748,2020-04-12,female,10,335,0
749,2020-04-12,female,20,1714,0
750,2020-04-12,female,30,669,0
751,2020-04-12,female,40,836,1
752,2020-04-12,female,50,1153,6
753,2020-04-12,female,60,794,14
754,2020-04-12,female,70,416,29
755,2020-04-12,female,80,283,48
756,2020-04-13,male,0,53,0
757,2020-04-13,male,10,226,0
758,2020-04-13,male,20,1159,0
759,2020-04-13,male,30,451,0
760,2020-04-13,male,40,564,1
761,2020-04-13,male,50,777,7
762,2020-04-13,male,60,537,16
763,2020-04-13,male,70,281,33
764,2020-04-13,male,80,191,54
765,2020-04-13,female,0,78,0
766,2020-04-13,female,10,335,0
767,2020-04-13,female,20,1719,0
768,2020-04-13,female,30,670,0
769,2020-04-13,female,40,836,1
770,2020-04-13,female,50,1154,6
771,2020-04-13,female,60,797,15
772,2020-04-13,female,70,416,30
773,2020-04-13,female,80,284,48
774,2020-04-14,male,0,53,0
775,2020-04-14,male,10,227,0
776,2020-04-14,male,20,1162,0
777,2020-04-14,male,30,453,0
778,2020-04-14,male,40,566,1
779,2020-04-14,male,50,779,7
780,2020-04-14,male,60,539,17
781,2020-04-14,male,70,282,33
782,2020-04-14,male,80,192,55
783,2020-04-14,female,0,78,0
784,2020-04-14,female,10,337,0
785,2020-04-14,female,20,1723,0
786,2020-04-14,female,30,672,0
787,2020-04-14,female,40,838,1
788,2020-04-14,female,50,1155,6
789,2020-04-14,female,60,798,15
790,2020-04-14,female,70,417,31
791,2020-04-14,female,80,284,50
792,2020-04-15,male,0,53,0
793,2020-04-15,male,10,229,0
794,2020-04-15,male,20,1166,0
795,2020-04-15,male,30,455,0
796,2020-04-15,male,40,567,1
797,2020-04-15,male,50,780,7
798,2020-04-15,male,60,539,17
799,2020-04-15,male,70,282,35
800,2020-04-15,male,80,192,55
801,2020-04-15,female,0,78,0
802,2020-04-15,female,10,339,0
803,2020-04-15,female,20,1728,0
804,2020-04-15,female,30,675,0
805,2020-04-15,female,40,840,1
806,2020-04-15,female,50,1156,6
807,2020-04-15,female,60,799,15
808,2020-04-15,female,70,419,32
809,2020-04-15,female,80,285,50
810,2020-04-16,male,0,54,0
811,2020-04-16,male,10,230,0
812,2020-04-16,male,20,1167,0
813,2020-04-16,male,30,455,0
814,2020-04-16,male,40,567,1
815,2020-04-16,male,50,780,7
816,2020-04-16,male,60,539,17
817,2020-04-16,male,70,282,36
818,2020-04-16,male,80,193,58
819,2020-04-16,female,0,80,0
820,2020-04-16,female,10,341,0
821,2020-04-16,female,20,1732,0
822,2020-04-16,female,30,676,0
823,2020-04-16,female,40,842,1
824,2020-04-16,female,50,1159,6
825,2020-04-16,female,60,801,15
826,2020-04-16,female,70,420,31
827,2020-04-16,female,80,286,51
828,2020-04-17,male,0,54,0
829,2020-04-17,male,10,232,0
830,2020-04-17,male,20,1172,0
831,2020-04-17,male,30,457,0
832,2020-04-17,male,40,568,1
833,2020-04-17,male,50,782,7
834,2020-04-17,male,60,540,17
835,2020-04-17,male,70,283,36
836,2020-04-17,male,80,193,58
837,2020-04-17,female,0,81,0
838,2020-04-17,female,10,343,0
839,2020-04-17,female,20,1736,0
840,2020-04-17,female,30,677,0
841,2020-04-17,female,40,842,1
842,2020-04-17,female,50,1159,6
843,2020-04-17,female,60,801,15
844,2020-04-17,female,70,420,31
845,2020-04-17,female,80,286,52
846,2020-04-18,male,0,55,0
847,2020-04-18,male,10,232,0
848,2020-04-18,male,20,1175,0
849,2020-04-18,male,30,457,0
850,2020-04-18,male,40,569,1
851,2020-04-18,male,50,783,8
852,2020-04-18,male,60,541,17
853,2020-04-18,male,70,284,36
854,2020-04-18,male,80,193,59
855,2020-04-18,female,0,82,0
856,2020-04-18,female,10,343,0
857,2020-04-18,female,20,1742,0
858,2020-04-18,female,30,678,0
859,2020-04-18,female,40,842,1
860,2020-04-18,female,50,1160,6
861,2020-04-18,female,60,801,15
862,2020-04-18,female,70,420,31
863,2020-04-18,female,80,287,52
864,2020-04-19,male,0,55,0
865,2020-04-19,male,10,232,0
866,2020-04-19,male,20,1177,0
867,2020-04-19,male,30,458,1
868,2020-04-19,male,40,569,1
869,2020-04-19,male,50,783,7
870,2020-04-19,male,60,541,18
871,2020-04-19,male,70,284,36
872,2020-04-19,male,80,194,59
873,2020-04-19,female,0,82,0
874,2020-04-19,female,10,345,0
875,2020-04-19,female,20,1743,0
876,2020-04-19,female,30,678,0
877,2020-04-19,female,40,842,1
878,2020-04-19,female,50,1161,7
879,2020-04-19,female,60,801,15
880,2020-04-19,female,70,420,31
881,2020-04-19,female,80,287,52
882,2020-04-20,male,0,55,0
883,2020-04-20,male,10,234,0
884,2020-04-20,male,20,1179,0
885,2020-04-20,male,30,459,1
886,2020-04-20,male,40,569,1
887,2020-04-20,male,50,785,7
888,2020-04-20,male,60,541,18
889,2020-04-20,male,70,284,36
890,2020-04-20,male,80,194,59
891,2020-04-20,female,0,82,0
892,2020-04-20,female,10,346,0
893,2020-04-20,female,20,1746,0
894,2020-04-20,female,30,679,0
895,2020-04-20,female,40,842,1
896,2020-04-20,female,50,1162,7
897,2020-04-20,female,60,801,15
898,2020-04-20,female,70,420,32
899,2020-04-20,female,80,287,53
900,2020-04-21,male,0,55,0
901,2020-04-21,male,10,234,0
902,2020-04-21,male,20,1180,0
903,2020-04-21,male,30,459,1
904,2020-04-21,male,40,569,1
905,2020-04-21,male,50,786,7
906,2020-04-21,male,60,541,17
907,2020-04-21,male,70,284,36
908,2020-04-21,male,80,194,59
909,2020-04-21,female,0,82,0
910,2020-04-21,female,10,347,0
911,2020-04-21,female,20,1747,0
912,2020-04-21,female,30,679,0
913,2020-04-21,female,40,843,1
914,2020-04-21,female,50,1164,7
915,2020-04-21,female,60,801,16
916,2020-04-21,female,70,421,33
917,2020-04-21,female,80,288,53
918,2020-04-22,male,0,55,0
919,2020-04-22,male,10,235,0
920,2020-04-22,male,20,1182,0
921,2020-04-22,male,30,459,1
922,2020-04-22,male,40,571,1
923,2020-04-22,male,50,787,7
924,2020-04-22,male,60,542,18
925,2020-04-22,male,70,285,37
926,2020-04-22,male,80,194,59
927,2020-04-22,female,0,82,0
928,2020-04-22,female,10,347,0
929,2020-04-22,female,20,1748,0
930,2020-04-22,female,30,680,0
931,2020-04-22,female,40,845,1
932,2020-04-22,female,50,1163,7
933,2020-04-22,female,60,801,16
934,2020-04-22,female,70,421,33
935,2020-04-22,female,80,288,53
936,2020-04-23,male,0,55,0
937,2020-04-23,male,10,235,0
938,2020-04-23,male,20,1183,0
939,2020-04-23,male,30,460,1
940,2020-04-23,male,40,572,1
941,2020-04-23,male,50,787,7
942,2020-04-23,male,60,542,18
943,2020-04-23,male,70,285,37
944,2020-04-23,male,80,195,60
945,2020-04-23,female,0,82,0
946,2020-04-23,female,10,348,0
947,2020-04-23,female,20,1749,0
948,2020-04-23,female,30,680,0
949,2020-04-23,female,40,845,1
950,2020-04-23,female,50,1164,7
951,2020-04-23,female,60,801,16
952,2020-04-23,female,70,422,33
953,2020-04-23,female,80,288,53
954,2020-04-24,male,0,55,0
955,2020-04-24,male,10,236,0
956,2020-04-24,male,20,1184,0
957,2020-04-24,male,30,461,1
958,2020-04-24,male,40,572,1
959,2020-04-24,male,50,788,7
960,2020-04-24,male,60,542,18
961,2020-04-24,male,70,285,37
962,2020-04-24,male,80,195,60
963,2020-04-24,female,0,82,0
964,2020-04-24,female,10,348,0
965,2020-04-24,female,20,1749,0
966,2020-04-24,female,30,680,0
967,2020-04-24,female,40,845,1
968,2020-04-24,female,50,1164,7
969,2020-04-24,female,60,802,16
970,2020-04-24,female,70,422,33
971,2020-04-24,female,80,289,53
972,2020-04-25,male,0,56,0
973,2020-04-25,male,10,236,0
974,2020-04-25,male,20,1185,0
975,2020-04-25,male,30,461,1
976,2020-04-25,male,40,573,1
977,2020-04-25,male,50,788,7
978,2020-04-25,male,60,543,18
979,2020-04-25,male,70,285,37
980,2020-04-25,male,80,195,60
981,2020-04-25,female,0,82,0
982,2020-04-25,female,10,349,0
983,2020-04-25,female,20,1751,0
984,2020-04-25,female,30,681,0
985,2020-04-25,female,40,846,1
986,2020-04-25,female,50,1164,7
987,2020-04-25,female,60,803,16
988,2020-04-25,female,70,422,33
989,2020-04-25,female,80,289,53
990,2020-04-26,male,0,56,0
991,2020-04-26,male,10,236,0
992,2020-04-26,male,20,1187,0
993,2020-04-26,male,30,463,1
994,2020-04-26,male,40,573,1
995,2020-04-26,male,50,788,7
996,2020-04-26,male,60,544,18
997,2020-04-26,male,70,285,37
998,2020-04-26,male,80,195,60
999,2020-04-26,female,0,83,0
1000,2020-04-26,female,10,349,0
1001,2020-04-26,female,20,1752,0
1002,2020-04-26,female,30,683,0
1003,2020-04-26,female,40,847,1
1004,2020-04-26,female,50,1164,7
1005,2020-04-26,female,60,802,16
1006,2020-04-26,female,70,422,34
1007,2020-04-26,female,80,289,54
1008,2020-04-27,male,0,56,0
1009,2020-04-27,male,10,237,0
1010,2020-04-27,male,20,1188,0
1011,2020-04-27,male,30,465,1
1012,2020-04-27,male,40,574,1
1013,2020-04-27,male,50,788,7
1014,2020-04-27,male,60,544,18
1015,2020-04-27,male,70,285,37
1016,2020-04-27,male,80,195,60
1017,2020-04-27,female,0,83,0
1018,2020-04-27,female,10,350,0
1019,2020-04-27,female,20,1754,0
1020,2020-04-27,female,30,686,0
1021,2020-04-27,female,40,847,1
1022,2020-04-27,female,50,1164,7
1023,2020-04-27,female,60,802,16
1024,2020-04-27,female,70,422,34
1025,2020-04-27,female,80,289,55
1026,2020-04-28,male,0,56,0
1027,2020-04-28,male,10,238,0
1028,2020-04-28,male,20,1191,0
1029,2020-04-28,male,30,466,1
1030,2020-04-28,male,40,574,1
1031,2020-04-28,male,50,789,7
1032,2020-04-28,male,60,544,18
1033,2020-04-28,male,70,286,38
1034,2020-04-28,male,80,195,60
1035,2020-04-28,female,0,83,0
1036,2020-04-28,female,10,351,0
1037,2020-04-28,female,20,1756,0
1038,2020-04-28,female,30,687,0
1039,2020-04-28,female,40,848,1
1040,2020-04-28,female,50,1165,7
1041,2020-04-28,female,60,803,16
1042,2020-04-28,female,70,422,34
1043,2020-04-28,female,80,289,55
1044,2020-04-29,male,0,56,0
1045,2020-04-29,male,10,238,0
1046,2020-04-29,male,20,1192,0
1047,2020-04-29,male,30,467,1
1048,2020-04-29,male,40,576,1
1049,2020-04-29,male,50,790,7
1050,2020-04-29,male,60,544,18
1051,2020-04-29,male,70,286,38
1052,2020-04-29,male,80,195,61
1053,2020-04-29,female,0,83,0
1054,2020-04-29,female,10,351,0
1055,2020-04-29,female,20,1758,0
1056,2020-04-29,female,30,688,0
1057,2020-04-29,female,40,849,1
1058,2020-04-29,female,50,1165,7
1059,2020-04-29,female,60,803,16
1060,2020-04-29,female,70,422,34
1061,2020-04-29,female,80,289,56
1062,2020-04-30,male,0,56,0
1063,2020-04-30,male,10,238,0
1064,2020-04-30,male,20,1193,0
1065,2020-04-30,male,30,468,1
1066,2020-04-30,male,40,576,1
1067,2020-04-30,male,50,790,7
1068,2020-04-30,male,60,544,18
1069,2020-04-30,male,70,286,38
1070,2020-04-30,male,80,196,62
1071,2020-04-30,female,0,83,0
1072,2020-04-30,female,10,351,0
1073,2020-04-30,female,20,1758,0
1074,2020-04-30,female,30,689,0
1075,2020-04-30,female,40,850,1
1076,2020-04-30,female,50,1165,7
1077,2020-04-30,female,60,803,16
1078,2020-04-30,female,70,422,35
1079,2020-04-30,female,80,288,55
1080,2020-05-01,male,0,56,0
1081,2020-05-01,male,10,238,0
1082,2020-05-01,male,20,1195,0
1083,2020-05-01,male,30,468,1
1084,2020-05-01,male,40,577,1
1085,2020-05-01,male,50,790,7
1086,2020-05-01,male,60,545,18
1087,2020-05-01,male,70,286,39
1088,2020-05-01,male,80,196,61
1089,2020-05-01,female,0,83,0
1090,2020-05-01,female,10,351,0
1091,2020-05-01,female,20,1761,0
1092,2020-05-01,female,30,690,0
1093,2020-05-01,female,40,851,1
1094,2020-05-01,female,50,1165,7
1095,2020-05-01,female,60,802,16
1096,2020-05-01,female,70,422,35
1097,2020-05-01,female,80,289,56
1098,2020-05-02,male,0,56,0
1099,2020-05-02,male,10,238,0
1100,2020-05-02,male,20,1197,0
1101,2020-05-02,male,30,469,1
1102,2020-05-02,male,40,578,1
1103,2020-05-02,male,50,791,7
1104,2020-05-02,male,60,545,18
1105,2020-05-02,male,70,286,39
1106,2020-05-02,male,80,196,62
1107,2020-05-02,female,0,83,0
1108,2020-05-02,female,10,351,0
1109,2020-05-02,female,20,1762,0
1110,2020-05-02,female,30,690,0
1111,2020-05-02,female,40,851,1
1112,2020-05-02,female,50,1164,7
1113,2020-05-02,female,60,803,16
1114,2020-05-02,female,70,422,36
1115,2020-05-02,female,80,289,57
1116,2020-05-03,male,0,56,0
1117,2020-05-03,male,10,239,0
1118,2020-05-03,male,20,1199,0
1119,2020-05-03,male,30,470,1
1120,2020-05-03,male,40,579,1
1121,2020-05-03,male,50,791,7
1122,2020-05-03,male,60,546,18
1123,2020-05-03,male,70,287,39
1124,2020-05-03,male,80,197,62
1125,2020-05-03,female,0,83,0
1126,2020-05-03,female,10,351,0
1127,2020-05-03,female,20,1762,0
1128,2020-05-03,female,30,692,0
1129,2020-05-03,female,40,852,1
1130,2020-05-03,female,50,1164,7
1131,2020-05-03,female,60,804,16
1132,2020-05-03,female,70,422,36
1133,2020-05-03,female,80,290,57
1134,2020-05-04,male,0,56,0
1135,2020-05-04,male,10,239,0
1136,2020-05-04,male,20,1200,0
1137,2020-05-04,male,30,471,1
1138,2020-05-04,male,40,581,1
1139,2020-05-04,male,50,792,7
1140,2020-05-04,male,60,548,18
1141,2020-05-04,male,70,287,39
1142,2020-05-04,male,80,197,62
1143,2020-05-04,female,0,83,0
1144,2020-05-04,female,10,351,0
1145,2020-05-04,female,20,1763,0
1146,2020-05-04,female,30,692,0
1147,2020-05-04,female,40,853,1
1148,2020-05-04,female,50,1163,7
1149,2020-05-04,female,60,804,17
1150,2020-05-04,female,70,422,36
1151,2020-05-04,female,80,290,57
1152,2020-05-05,male,0,56,0
1153,2020-05-05,male,10,239,0
1154,2020-05-05,male,20,1200,0
1155,2020-05-05,male,30,471,1
1156,2020-05-05,male,40,581,1
1157,2020-05-05,male,50,792,7
1158,2020-05-05,male,60,548,18
1159,2020-05-05,male,70,287,39
1160,2020-05-05,male,80,197,62
1161,2020-05-05,female,0,83,0
1162,2020-05-05,female,10,351,0
1163,2020-05-05,female,20,1763,0
1164,2020-05-05,female,30,693,0
1165,2020-05-05,female,40,854,1
1166,2020-05-05,female,50,1164,7
1167,2020-05-05,female,60,804,17
1168,2020-05-05,female,70,422,36
1169,2020-05-05,female,80,290,59
1170,2020-05-06,male,0,56,0
1171,2020-05-06,male,10,239,0
1172,2020-05-06,male,20,1201,0
1173,2020-05-06,male,30,472,1
1174,2020-05-06,male,40,581,1
1175,2020-05-06,male,50,793,7
1176,2020-05-06,male,60,548,18
1177,2020-05-06,male,70,287,39
1178,2020-05-06,male,80,197,63
1179,2020-05-06,female,0,83,0
1180,2020-05-06,female,10,351,0
1181,2020-05-06,female,20,1762,0
1182,2020-05-06,female,30,693,0
1183,2020-05-06,female,40,854,1
1184,2020-05-06,female,50,1163,7
1185,2020-05-06,female,60,805,17
1186,2020-05-06,female,70,422,37
1187,2020-05-06,female,80,290,58
1188,2020-05-07,male,0,56,0
1189,2020-05-07,male,10,239,0
1190,2020-05-07,male,20,1202,0
1191,2020-05-07,male,30,473,1
1192,2020-05-07,male,40,582,1
1193,2020-05-07,male,50,793,7
1194,2020-05-07,male,60,548,19
1195,2020-05-07,male,70,287,40
1196,2020-05-07,male,80,197,63
1197,2020-05-07,female,0,83,0
1198,2020-05-07,female,10,352,0
1199,2020-05-07,female,20,1763,0
1200,2020-05-07,female,30,693,0
1201,2020-05-07,female,40,853,1
1202,2020-05-07,female,50,1163,7
1203,2020-05-07,female,60,805,17
1204,2020-05-07,female,70,422,36
1205,2020-05-07,female,80,290,58
1206,2020-05-08,male,0,57,0
1207,2020-05-08,male,10,240,0
1208,2020-05-08,male,20,1203,0
1209,2020-05-08,male,30,476,1
1210,2020-05-08,male,40,583,1
1211,2020-05-08,male,50,793,7
1212,2020-05-08,male,60,549,19
1213,2020-05-08,male,70,287,40
1214,2020-05-08,male,80,197,63
1215,2020-05-08,female,0,83,0
1216,2020-05-08,female,10,351,0
1217,2020-05-08,female,20,1763,0
1218,2020-05-08,female,30,697,0
1219,2020-05-08,female,40,854,1
1220,2020-05-08,female,50,1163,7
1221,2020-05-08,female,60,805,17
1222,2020-05-08,female,70,422,36
1223,2020-05-08,female,80,290,58
1224,2020-05-09,male,0,57,0
1225,2020-05-09,male,10,241,0
1226,2020-05-09,male,20,1210,0
1227,2020-05-09,male,30,478,1
1228,2020-05-09,male,40,584,1
1229,2020-05-09,male,50,795,7
1230,2020-05-09,male,60,550,19
1231,2020-05-09,male,70,288,40
1232,2020-05-09,male,80,198,63
1233,2020-05-09,female,0,83,0
1234,2020-05-09,female,10,352,0
1235,2020-05-09,female,20,1768,0
1236,2020-05-09,female,30,698,0
1237,2020-05-09,female,40,853,1
1238,2020-05-09,female,50,1162,7
1239,2020-05-09,female,60,804,17
1240,2020-05-09,female,70,421,36
1241,2020-05-09,female,80,289,58
1242,2020-05-10,male,0,57,0
1243,2020-05-10,male,10,243,0
1244,2020-05-10,male,20,1221,0
1245,2020-05-10,male,30,480,1
1246,2020-05-10,male,40,587,1
1247,2020-05-10,male,50,798,7
1248,2020-05-10,male,60,552,19
1249,2020-05-10,male,70,289,40
1250,2020-05-10,male,80,198,63
1251,2020-05-10,female,0,83,0
1252,2020-05-10,female,10,353,0
1253,2020-05-10,female,20,1776,0
1254,2020-05-10,female,30,699,0
1255,2020-05-10,female,40,854,1
1256,2020-05-10,female,50,1161,7
1257,2020-05-10,female,60,804,17
1258,2020-05-10,female,70,421,36
1259,2020-05-10,female,80,289,58
1260,2020-05-11,male,0,57,0
1261,2020-05-11,male,10,244,0
1262,2020-05-11,male,20,1234,0
1263,2020-05-11,male,30,485,1
1264,2020-05-11,male,40,591,1
1265,2020-05-11,male,50,801,7
1266,2020-05-11,male,60,555,19
1267,2020-05-11,male,70,290,40
1268,2020-05-11,male,80,199,63
1269,2020-05-11,female,0,83,0
1270,2020-05-11,female,10,353,0
1271,2020-05-11,female,20,1784,0
1272,2020-05-11,female,30,702,0
1273,2020-05-11,female,40,854,1
1274,2020-05-11,female,50,1158,7
1275,2020-05-11,female,60,802,17
1276,2020-05-11,female,70,420,36
1277,2020-05-11,female,80,288,58
1278,2020-05-12,male,0,58,0
1279,2020-05-12,male,10,246,0
1280,2020-05-12,male,20,1241,0
1281,2020-05-12,male,30,489,1
1282,2020-05-12,male,40,593,1
1283,2020-05-12,male,50,804,7
1284,2020-05-12,male,60,556,19
1285,2020-05-12,male,70,291,39
1286,2020-05-12,male,80,200,63
1287,2020-05-12,female,0,83,0
1288,2020-05-12,female,10,355,0
1289,2020-05-12,female,20,1787,0
1290,2020-05-12,female,30,704,0
1291,2020-05-12,female,40,854,1
1292,2020-05-12,female,50,1158,7
1293,2020-05-12,female,60,801,17
1294,2020-05-12,female,70,419,37
1295,2020-05-12,female,80,288,60
1296,2020-05-13,male,0,58,0
1297,2020-05-13,male,10,247,0
1298,2020-05-13,male,20,1248,0
1299,2020-05-13,male,30,492,1
1300,2020-05-13,male,40,595,1
1301,2020-05-13,male,50,806,7
1302,2020-05-13,male,60,557,19
1303,2020-05-13,male,70,292,39
1304,2020-05-13,male,80,201,64
1305,2020-05-13,female,0,84,0
1306,2020-05-13,female,10,355,0
1307,2020-05-13,female,20,1793,0
1308,2020-05-13,female,30,706,0
1309,2020-05-13,female,40,854,1
1310,2020-05-13,female,50,1157,7
1311,2020-05-13,female,60,801,17
1312,2020-05-13,female,70,419,37
1313,2020-05-13,female,80,288,60
1314,2020-05-14,male,0,58,0
1315,2020-05-14,male,10,252,0
1316,2020-05-14,male,20,1255,0
1317,2020-05-14,male,30,493,1
1318,2020-05-14,male,40,596,1
1319,2020-05-14,male,50,806,7
1320,2020-05-14,male,60,558,19
1321,2020-05-14,male,70,292,39
1322,2020-05-14,male,80,201,64
1323,2020-05-14,female,0,84,0
1324,2020-05-14,female,10,361,0
1325,2020-05-14,female,20,1800,0
1326,2020-05-14,female,30,708,0
1327,2020-05-14,female,40,854,1
1328,2020-05-14,female,50,1157,7
1329,2020-05-14,female,60,800,18
1330,2020-05-14,female,70,419,37
1331,2020-05-14,female,80,288,60
0,2020-03-02,All,All,4203,16
1,2020-03-03,All,All,4803,23
2,2020-03-04,All,All,5319,26
3,2020-03-05,All,All,5757,30
4,2020-03-06,All,All,6275,36
5,2020-03-07,All,All,6768,38
6,2020-03-08,All,All,7125,44
7,2020-03-09,All,All,7373,45
8,2020-03-10,All,All,7504,48
9,2020-03-11,All,All,7746,54
10,2020-03-12,All,All,7860,60
11,2020-03-13,All,All,7970,61
12,2020-03-14,All,All,8077,66
13,2020-03-15,All,All,8153,69
14,2020-03-16,All,All,8227,69
15,2020-03-17,All,All,8311,75
16,2020-03-18,All,All,8404,78
17,2020-03-19,All,All,8556,85
18,2020-03-20,All,All,8643,88
19,2020-03-21,All,All,8790,97
20,2020-03-22,All,All,8888,98
21,2020-03-23,All,All,8952,105
22,2020-03-24,All,All,9028,118
23,2020-03-25,All,All,9128,120
24,2020-03-26,All,All,9232,125
25,2020-03-27,All,All,9323,133
26,2020-03-28,All,All,9469,138
27,2020-03-29,All,All,9574,147
28,2020-03-30,All,All,9652,152
29,2020-03-31,All,All,9777,156
30,2020-04-01,All,All,9878,159
31,2020-04-02,All,All,9967,163
32,2020-04-03,All,All,10053,168
33,2020-04-04,All,All,10147,171
34,2020-04-05,All,All,10228,177
35,2020-04-06,All,All,10275,180
36,2020-04-07,All,All,10322,186
37,2020-04-08,All,All,10375,194
38,2020-04-09,All,All,10414,198
39,2020-04-10,All,All,10441,202
40,2020-04-11,All,All,10471,205
41,2020-04-12,All,All,10503,208
42,2020-04-13,All,All,10528,211
43,2020-04-14,All,All,10555,216
44,2020-04-15,All,All,10582,219
45,2020-04-16,All,All,10604,223
46,2020-04-17,All,All,10626,224
47,2020-04-18,All,All,10644,226
48,2020-04-19,All,All,10652,228
49,2020-04-20,All,All,10665,230
50,2020-04-21,All,All,10674,231
51,2020-04-22,All,All,10685,233
52,2020-04-23,All,All,10693,234
53,2020-04-24,All,All,10699,234
54,2020-04-25,All,All,10709,234
55,2020-04-26,All,All,10718,236
56,2020-04-27,All,All,10729,237
57,2020-04-28,All,All,10743,238
58,2020-04-29,All,All,10752,240
59,2020-04-30,All,All,10756,241
60,2020-05-01,All,All,10765,242
61,2020-05-02,All,All,10771,245
62,2020-05-03,All,All,10784,245
63,2020-05-04,All,All,10792,246
64,2020-05-05,All,All,10795,248
65,2020-05-06,All,All,10797,249
66,2020-05-07,All,All,10801,250
67,2020-05-08,All,All,10813,250
68,2020-05-09,All,All,10831,250
69,2020-05-10,All,All,10865,250
70,2020-05-11,All,All,10900,250
71,2020-05-12,All,All,10927,252
72,2020-05-13,All,All,10953,253
73,2020-05-14,All,All,10982,254
0,2020-03-02,female,All,2615,7
1,2020-03-02,male,All,1588,9
2,2020-03-03,female,All,2998,10
3,2020-03-03,male,All,1805,13
4,2020-03-04,female,All,3327,9
5,2020-03-04,male,All,1992,17
6,2020-03-05,female,All,3612,12
7,2020-03-05,male,All,2145,18
8,2020-03-06,female,All,3936,15
9,2020-03-06,male,All,2339,21
10,2020-03-07,female,All,4247,15
11,2020-03-07,male,All,2521,23
12,2020-03-08,female,All,4436,18
13,2020-03-08,male,All,2689,26
14,2020-03-09,female,All,4577,17
15,2020-03-09,male,All,2796,28
16,2020-03-10,female,All,4656,18
17,2020-03-10,male,All,2848,30
18,2020-03-11,female,All,4804,22
19,2020-03-11,male,All,2942,32
20,2020-03-12,female,All,4872,25
21,2020-03-12,male,All,2988,35
22,2020-03-13,female,All,4933,25
23,2020-03-13,male,All,3037,36
24,2020-03-14,female,All,4982,28
25,2020-03-14,male,All,3095,38
26,2020-03-15,female,All,5021,31
27,2020-03-15,male,All,3132,38
28,2020-03-16,female,All,5063,31
29,2020-03-16,male,All,3164,38
30,2020-03-17,female,All,5114,34
31,2020-03-17,male,All,3197,41
32,2020-03-18,female,All,5170,36
33,2020-03-18,male,All,3234,42
34,2020-03-19,female,All,5265,39
35,2020-03-19,male,All,3291,46
36,2020-03-20,female,All,5318,41
37,2020-03-20,male,All,3325,47
38,2020-03-21,female,All,5407,46
39,2020-03-21,male,All,3383,51
40,2020-03-22,female,All,5463,47
41,2020-03-22,male,All,3425,51
42,2020-03-23,female,All,5500,50
43,2020-03-23,male,All,3452,55
44,2020-03-24,female,All,5534,59
45,2020-03-24,male,All,3494,59
46,2020-03-25,female,All,5583,59
47,2020-03-25,male,All,3545,61
48,2020-03-26,female,All,5639,59
49,2020-03-26,male,All,3593,66
50,2020-03-27,female,All,5688,60
51,2020-03-27,male,All,3635,73
