date,province,count,code,avg_temp,min_temp,max_temp,precipitation,max_wind_speed,most_wind_direction,avg_relative_humidity
2020-03-13,Busan,4,11000.0,11.6,8.5,17.0,0.0,6.4,250.0,48.5
2020-03-13,Chungcheongbuk-do,1,40000.0,5.7,-1.4,11.9,0.0,4.8,270.0,50.5
2020-03-13,Gyeonggi-do,15,20000.0,5.4,0.3,9.7,0.1,6.3,320.0,61.6
2020-03-13,Gyeongsangbuk-do,4,60000.0,8.5,2.4,14.2,0.0,7.1,290.0,53.0
2020-03-13,Incheon,1,14000.0,4.2,0.2,7.3,0.0,7.9,340.0,45.0
2020-03-13,Sejong,1,,,,,,,,
2020-03-13,Seoul,9,10000.0,4.9,-0.1,8.7,0.5,5.4,320.0,41.0
2020-03-14,Busan,2,11000.0,8.2,4.7,12.0,0.0,6.5,270.0,21.0
2020-03-14,Chungcheongbuk-do,3,40000.0,4.0,-4.5,10.3,0.0,5.3,250.0,46.5
2020-03-14,Gwangju,1,13000.0,5.9,0.3,10.9,0.0,4.8,20.0,43.3
2020-03-14,Gyeonggi-do,10,20000.0,3.9,-2.9,8.9,0.0,6.4,270.0,73.0
2020-03-14,Gyeongsangbuk-do,6,60000.0,6.1,1.6,11.6,0.0,8.4,290.0,37.6
2020-03-14,Incheon,2,14000.0,4.0,-1.3,7.8,0.0,7.5,230.0,58.6
2020-03-14,Sejong,1,,,,,,,,
2020-03-14,Seoul,8,10000.0,3.6,-2.7,8.6,0.0,6.8,250.0,48.1
2020-03-14,Ulsan,1,16000.0,7.0,2.9,11.0,0.0,5.2,290.0,25.8
2020-03-15,Busan,1,11000.0,7.7,2.9,12.7,0.0,11.2,250.0,39.6
2020-03-15,Gyeonggi-do,20,20000.0,4.5,1.0,9.4,0.0,9.7,290.0,68.3
2020-03-15,Gyeongsangbuk-do,9,60000.0,5.6,1.1,13.2,0.0,11.4,290.0,55.0
2020-03-15,Sejong,1,,,,,,,,
2020-03-15,Seoul,6,10000.0,4.0,0.2,8.5,0.0,7.8,320.0,48.3
2020-03-16,Gyeonggi-do,33,20000.0,3.3,-2.4,9.5,0.0,5.2,270.0,69.6
2020-03-16,Gyeongsangbuk-do,5,60000.0,5.3,0.4,10.6,0.0,6.7,200.0,55.6
2020-03-16,Gyeongsangnam-do,1,61000.0,5.3,0.9,11.3,0.0,4.8,50.0,39.8
2020-03-16,Incheon,1,14000.0,3.0,-1.9,7.0,0.0,8.0,250.0,54.1
2020-03-16,Jeollabuk-do,1,50000.0,4.5,-0.8,11.3,0.0,4.6,270.0,50.9
2020-03-16,Seoul,13,10000.0,3.6,-2.1,9.1,0.0,5.2,250.0,42.4
2020-03-17,Busan,1,11000.0,11.1,6.0,15.9,0.0,11.4,250.0,48.1
2020-03-17,Chungcheongbuk-do,1,40000.0,4.4,-2.0,10.7,0.0,3.0,90.0,74.8
2020-03-17,Chungcheongnam-do,3,41000.0,6.8,1.8,13.1,0.0,5.7,200.0,82.1
2020-03-17,Gangwon-do,1,30000.0,8.2,4.8,11.6,0.1,7.3,230.0,57.3
2020-03-17,Gwangju,2,13000.0,9.2,1.6,18.1,0.0,7.9,250.0,63.4
2020-03-17,Gyeonggi-do,15,20000.0,5.9,1.5,12.8,0.0,5.2,140.0,83.9
2020-03-17,Gyeongsangbuk-do,10,60000.0,9.2,0.3,14.9,0.0,9.0,250.0,47.8
2020-03-17,Incheon,1,14000.0,6.6,4.1,10.2,0.0,6.3,180.0,76.0
2020-03-17,Jeollabuk-do,1,50000.0,8.3,0.7,15.7,0.0,7.2,140.0,65.6
2020-03-17,Jeollanam-do,1,51000.0,10.3,3.9,17.0,0.0,10.6,200.0,54.8
2020-03-17,Sejong,1,,,,,,,,
2020-03-17,Seoul,4,10000.0,6.6,3.1,12.3,0.0,5.2,230.0,65.8
2020-03-17,Ulsan,2,16000.0,11.2,2.6,18.7,0.0,4.7,230.0,46.6
2020-03-18,Busan,2,11000.0,12.2,7.7,17.3,0.0,6.8,230.0,50.0
2020-03-18,Chungcheongbuk-do,1,40000.0,7.7,-2.0,17.8,0.0,4.0,90.0,56.5
2020-03-18,Gyeonggi-do,21,20000.0,9.4,-0.9,17.8,0.0,4.4,140.0,63.5
2020-03-18,Gyeongsangbuk-do,17,60000.0,10.9,4.6,17.1,0.0,5.6,180.0,51.3
2020-03-18,Jeollabuk-do,1,50000.0,12.1,3.4,20.1,0.0,3.2,250.0,50.9
2020-03-18,Seoul,11,10000.0,10.0,2.7,17.0,0.0,4.4,250.0,45.8
2020-03-18,Ulsan,6,16000.0,12.2,5.1,17.3,0.0,4.7,140.0,42.1
2020-03-19,Chungcheongnam-do,1,41000.0,8.8,6.4,11.3,0.0,9.7,270.0,61.6
2020-03-19,Gyeonggi-do,12,20000.0,8.7,6.6,13.5,0.0,9.7,270.0,71.5
2020-03-19,Gyeongsangbuk-do,12,60000.0,12.8,6.8,22.1,0.0,13.9,270.0,35.9
2020-03-19,Gyeongsangnam-do,1,61000.0,12.1,6.0,20.0,0.0,5.7,270.0,47.1
2020-03-19,Incheon,7,14000.0,8.2,6.7,11.5,0.0,12.2,290.0,63.8
2020-03-19,Seoul,17,10000.0,9.1,5.8,12.1,0.0,8.2,270.0,49.0
2020-03-20,Chungcheongbuk-do,1,40000.0,7.9,-0.3,16.3,0.0,5.3,270.0,45.8
2020-03-20,Gwangju,1,13000.0,10.6,5.4,16.9,0.0,5.5,230.0,32.6
2020-03-20,Gyeonggi-do,11,20000.0,8.7,2.6,14.7,0.0,6.5,270.0,60.6
2020-03-20,Gyeongsangbuk-do,41,60000.0,11.3,5.5,17.4,0.0,11.0,250.0,30.3
2020-03-20,Gyeongsangnam-do,1,61000.0,9.7,3.8,15.0,0.0,5.6,180.0,37.3
2020-03-20,Incheon,1,14000.0,8.4,5.2,11.5,0.0,6.3,230.0,55.9
2020-03-20,Seoul,17,10000.0,8.8,3.1,14.0,0.0,6.6,200.0,39.6
2020-03-21,Chungcheongbuk-do,1,40000.0,12.5,0.6,22.0,0.0,4.5,270.0,54.5
2020-03-21,Chungcheongnam-do,1,41000.0,11.6,6.0,16.8,0.0,6.5,200.0,72.5
2020-03-21,Daejeon,2,15000.0,14.6,5.6,23.1,0.0,4.8,140.0,55.4
2020-03-21,Gyeonggi-do,15,20000.0,11.8,4.4,20.4,0.0,3.9,290.0,75.5
2020-03-21,Gyeongsangbuk-do,9,60000.0,15.2,9.1,23.2,0.0,5.0,180.0,43.8
2020-03-21,Gyeongsangnam-do,1,61000.0,13.1,5.4,18.9,0.0,6.5,200.0,55.3
2020-03-21,Jeollanam-do,1,51000.0,12.9,7.4,17.6,0.0,8.2,200.0,71.4
2020-03-21,Seoul,8,10000.0,12.8,7.9,19.5,0.0,5.1,180.0,56.5
2020-03-22,Busan,3,11000.0,14.1,11.0,17.5,0.0,10.5,70.0,67.5
2020-03-22,Chungcheongbuk-do,3,40000.0,12.2,4.8,19.0,0.0,5.4,270.0,52.4
2020-03-22,Gyeonggi-do,15,20000.0,10.9,5.1,17.2,0.0,6.4,270.0,61.9
2020-03-22,Gyeongsangbuk-do,2,60000.0,10.1,4.1,14.0,0.0,11.7,50.0,64.4
2020-03-22,Gyeongsangnam-do,1,61000.0,13.0,9.0,19.8,0.0,6.0,140.0,70.3
2020-03-22,Sejong,1,,,,,,,,
2020-03-22,Seoul,6,10000.0,11.0,6.1,16.5,0.0,5.6,290.0,37.5
2020-03-23,Gangwon-do,1,30000.0,8.9,4.5,14.2,0.0,4.5,230.0,50.6
2020-03-23,Gyeonggi-do,12,20000.0,9.3,3.2,16.7,0.0,5.2,290.0,68.6
2020-03-23,Gyeongsangbuk-do,1,60000.0,9.3,1.9,18.4,0.0,8.5,180.0,56.9
2020-03-23,Gyeongsangnam-do,1,61000.0,13.2,8.2,18.6,0.0,4.5,50.0,29.3
2020-03-23,Incheon,2,14000.0,9.5,6.1,13.1,0.0,5.9,230.0,54.9
2020-03-23,Seoul,6,10000.0,10.6,5.4,17.0,0.0,4.8,270.0,37.9
2020-03-24,Busan,1,11000.0,11.5,8.6,15.3,0.0,5.3,90.0,52.3
2020-03-24,Chungcheongnam-do,3,41000.0,8.8,0.4,18.0,0.0,4.5,70.0,60.4
2020-03-24,Daejeon,3,15000.0,11.4,3.3,19.4,0.0,2.9,200.0,53.0
2020-03-24,Gangwon-do,1,30000.0,8.6,3.3,14.2,0.0,3.4,230.0,61.1
2020-03-24,Gyeonggi-do,23,20000.0,9.6,2.2,17.6,0.0,4.6,290.0,67.8
2020-03-24,Gyeongsangbuk-do,6,60000.0,7.6,2.1,14.5,0.0,4.9,180.0,67.6
2020-03-24,Jeju-do,2,70000.0,12.6,8.8,15.8,0.0,6.3,50.0,62.8
2020-03-24,Jeollanam-do,2,51000.0,11.8,7.6,16.6,0.0,8.4,90.0,58.1
2020-03-24,Sejong,2,,,,,,,,
2020-03-24,Seoul,13,10000.0,11.4,5.3,17.9,0.0,4.0,270.0,35.0
2020-03-24,Ulsan,1,16000.0,10.1,5.4,14.8,0.0,4.1,340.0,57.4
2020-03-25,Busan,1,11000.0,13.0,7.6,17.9,0.0,4.4,180.0,57.1
2020-03-25,Chungcheongbuk-do,1,40000.0,11.6,1.4,21.2,0.0,2.6,90.0,48.5
2020-03-25,Chungcheongnam-do,1,41000.0,10.6,0.9,20.1,0.0,5.0,50.0,57.3
2020-03-25,Daejeon,3,15000.0,13.6,4.2,22.6,0.0,2.5,270.0,48.4
2020-03-25,Gyeonggi-do,15,20000.0,11.8,2.6,19.9,0.0,4.5,270.0,64.0
2020-03-25,Gyeongsangbuk-do,10,60000.0,10.2,1.6,17.7,0.0,5.8,180.0,71.1
2020-03-25,Incheon,2,14000.0,11.7,6.7,16.5,0.0,5.2,20.0,52.6
2020-03-25,Jeju-do,1,70000.0,16.3,10.8,20.9,0.0,5.7,110.0,56.4
2020-03-25,Seoul,13,10000.0,12.5,6.1,19.2,0.0,5.3,290.0,33.6
2020-03-26,Busan,1,11000.0,14.5,12.1,16.3,24.6,6.4,50.0,83.1
2020-03-26,Chungcheongbuk-do,2,40000.0,14.0,4.5,22.1,0.0,4.0,90.0,61.1
2020-03-26,Daejeon,1,15000.0,14.2,9.4,19.4,1.4,3.6,250.0,74.4
2020-03-26,Gwangju,1,13000.0,13.7,10.6,16.8,17.7,2.9,50.0,94.5
2020-03-26,Gyeonggi-do,13,20000.0,14.1,6.3,20.9,4.1,3.8,140.0,79.9
2020-03-26,Gyeongsangbuk-do,11,60000.0,14.3,6.5,22.4,0.5,5.6,180.0,72.6
2020-03-26,Gyeongsangnam-do,1,61000.0,12.6,9.8,15.4,13.0,2.7,180.0,84.0
2020-03-26,Incheon,3,14000.0,14.7,10.2,19.9,3.5,4.8,140.0,61.3
2020-03-26,Seoul,14,10000.0,14.8,8.1,20.6,1.8,5.3,70.0,53.8
2020-03-26,Ulsan,2,16000.0,13.2,8.6,15.4,13.8,4.0,200.0,87.6
2020-03-27,Busan,2,11000.0,13.7,9.7,16.8,1.9,7.9,230.0,97.6
2020-03-27,Chungcheongnam-do,2,41000.0,9.5,6.3,13.3,11.2,6.8,320.0,66.9
2020-03-27,Gangwon-do,1,30000.0,9.9,6.2,17.7,11.6,4.1,230.0,91.8
2020-03-27,Gyeonggi-do,19,20000.0,11.1,6.8,13.9,7.6,7.7,270.0,77.5
2020-03-27,Gyeongsangbuk-do,3,60000.0,10.8,7.0,14.7,2.9,10.0,20.0,93.5
2020-03-27,Incheon,5,14000.0,10.7,7.0,14.0,1.1,8.7,360.0,60.4
2020-03-27,Jeju-do,1,70000.0,12.0,8.4,19.9,0.0,7.1,270.0,82.5
2020-03-27,Seoul,15,10000.0,11.9,6.7,15.8,2.0,5.8,290.0,56.4
2020-03-27,Ulsan,1,16000.0,13.4,8.8,17.0,2.3,3.7,20.0,97.5
2020-03-28,Busan,2,11000.0,9.4,7.7,13.0,0.4,5.0,50.0,69.6
2020-03-28,Chungcheongnam-do,1,41000.0,6.3,1.4,10.7,0.0,6.1,360.0,37.6
2020-03-28,Daejeon,3,15000.0,7.5,4.1,12.4,0.0,3.5,270.0,38.0
2020-03-28,Gangwon-do,2,30000.0,6.4,3.2,9.1,0.0,6.0,230.0,56.8
2020-03-28,Gyeonggi-do,20,20000.0,7.5,4.4,12.8,0.0,6.1,320.0,40.0
2020-03-28,Gyeongsangbuk-do,2,60000.0,7.6,5.3,11.1,0.0,9.9,20.0,65.9
2020-03-28,Gyeongsangnam-do,3,61000.0,9.0,7.0,12.2,0.0,3.6,50.0,51.9
2020-03-28,Incheon,7,14000.0,7.1,4.5,10.7,0.0,9.5,20.0,26.5
2020-03-28,Jeollabuk-do,2,50000.0,7.2,3.4,11.6,0.0,4.1,340.0,50.3
2020-03-28,Jeollanam-do,1,51000.0,9.7,7.8,11.5,0.0,9.6,340.0,52.8
2020-03-28,Sejong,2,,,,,,,,
2020-03-28,Seoul,22,10000.0,7.7,4.5,12.8,0.0,5.5,360.0,17.9
2020-03-29,Busan,2,11000.0,10.4,6.4,15.1,0.0,5.3,50.0,58.1
2020-03-29,Chungcheongbuk-do,3,40000.0,7.6,-1.7,15.4,0.0,4.2,90.0,56.3
2020-03-29,Gangwon-do,2,30000.0,6.9,2.6,11.1,0.2,4.4,230.0,66.1
2020-03-29,Gyeonggi-do,11,20000.0,7.4,-1.0,15.8,0.0,4.6,250.0,62.6
2020-03-29,Gyeongsangbuk-do,11,60000.0,6.4,1.9,12.5,0.0,6.2,180.0,78.6
2020-03-29,Gyeongsangnam-do,1,61000.0,9.0,4.0,14.7,0.0,4.8,50.0,60.9
2020-03-29,Incheon,2,14000.0,7.8,2.2,13.7,0.0,4.9,20.0,45.6
2020-03-29,Jeju-do,1,70000.0,11.2,6.6,14.4,0.0,7.0,50.0,67.8
2020-03-29,Jeollabuk-do,1,50000.0,8.1,0.7,15.9,0.0,5.3,110.0,53.4
2020-03-29,Seoul,21,10000.0,8.7,1.3,16.1,0.0,4.6,290.0,30.6
2020-03-30,Chungcheongnam-do,1,41000.0,7.2,-0.7,16.3,0.0,4.2,320.0,51.1
2020-03-30,Daejeon,2,15000.0,12.2,5.7,19.3,0.0,3.4,160.0,48.6
2020-03-30,Gyeonggi-do,12,20000.0,8.3,1.5,15.8,0.0,3.9,250.0,68.8
2020-03-30,Gyeongsangbuk-do,4,60000.0,8.7,2.9,17.0,0.0,3.8,180.0,74.0
2020-03-30,Incheon,5,14000.0,8.1,4.0,13.2,0.0,4.3,250.0,52.6
2020-03-30,Jeollanam-do,2,51000.0,11.9,9.7,16.1,0.0,4.6,110.0,65.8
2020-03-30,Seoul,20,10000.0,10.2,4.3,16.9,0.0,4.1,270.0,38.4
2020-03-31,Busan,3,11000.0,12.9,8.5,18.0,0.0,4.6,50.0,65.1
2020-03-31,Chungcheongnam-do,3,41000.0,8.7,-0.8,18.0,0.0,4.1,50.0,50.1
2020-03-31,Gwangju,4,13000.0,12.8,5.8,21.0,0.0,3.0,250.0,53.9
2020-03-31,Gyeonggi-do,23,20000.0,9.8,1.0,18.0,0.0,4.3,250.0,69.0
2020-03-31,Gyeongsangbuk-do,3,60000.0,9.4,2.3,15.6,0.0,3.9,180.0,78.6
2020-03-31,Gyeongsangnam-do,9,61000.0,11.5,6.5,18.6,0.0,5.4,360.0,64.8
2020-03-31,Incheon,4,14000.0,9.9,5.0,14.9,0.0,3.4,250.0,54.9
2020-03-31,Jeollabuk-do,1,50000.0,11.2,4.3,19.5,0.0,3.6,230.0,51.4
2020-03-31,Jeollanam-do,2,51000.0,13.0,9.1,18.2,0.0,6.2,50.0,64.9
2020-03-31,Seoul,24,10000.0,11.9,4.7,18.6,0.0,4.4,270.0,34.5
2020-04-01,Chungcheongnam-do,2,41000.0,9.9,6.3,15.2,0.0,8.9,320.0,50.5
2020-04-01,Gwangju,1,13000.0,10.7,6.6,17.7,0.0,4.3,200.0,50.1
2020-04-01,Gyeonggi-do,19,20000.0,11.1,6.6,17.6,0.0,7.4,270.0,58.4
2020-04-01,Gyeongsangbuk-do,3,60000.0,10.1,5.5,16.8,0.4,10.7,50.0,76.4
2020-04-01,Gyeongsangnam-do,1,61000.0,12.8,9.3,19.3,0.0,4.7,50.0,50.6
2020-04-01,Incheon,4,14000.0,10.6,6.4,15.2,0.0,9.7,20.0,40.1
2020-04-01,Jeollanam-do,1,51000.0,12.9,8.3,19.3,1.6,12.0,320.0,46.6
2020-04-01,Seoul,16,10000.0,11.3,6.0,17.4,0.0,7.3,290.0,35.6
2020-04-01,Ulsan,1,16000.0,11.8,7.3,17.6,0.8,4.4,360.0,76.1
2020-04-02,Chungcheongnam-do,1,41000.0,8.4,1.0,15.1,0.0,5.2,250.0,58.6
2020-04-02,Gwangju,1,13000.0,10.6,4.8,18.5,0.0,3.9,50.0,42.5
2020-04-02,Gyeonggi-do,26,20000.0,8.7,1.9,15.4,0.0,5.1,270.0,68.8
2020-04-02,Gyeongsangbuk-do,5,60000.0,10.4,1.7,18.0,0.0,4.9,180.0,49.6
2020-04-02,Gyeongsangnam-do,1,61000.0,10.5,6.4,16.8,0.0,4.7,180.0,36.9
2020-04-02,Incheon,1,14000.0,8.2,5.0,12.2,0.0,5.2,230.0,61.8
2020-04-02,Jeollabuk-do,1,50000.0,9.4,2.6,17.2,0.0,4.2,110.0,54.0
2020-04-02,Jeollanam-do,1,51000.0,11.0,6.2,15.7,0.0,7.7,320.0,46.4
2020-04-02,Seoul,19,10000.0,9.3,3.4,15.5,0.0,5.5,250.0,41.4
2020-04-03,Chungcheongnam-do,1,41000.0,8.4,0.9,16.8,0.0,6.0,320.0,66.3
2020-04-03,Gyeonggi-do,17,20000.0,9.1,3.8,15.6,0.0,5.5,270.0,74.4
2020-04-03,Gyeongsangbuk-do,2,60000.0,14.4,8.6,20.5,0.0,8.8,290.0,22.4
2020-04-03,Gyeongsangnam-do,1,61000.0,12.1,5.8,19.6,0.0,5.0,50.0,36.5
2020-04-03,Incheon,3,14000.0,9.0,5.7,13.3,0.0,5.2,230.0,69.8
2020-04-03,Jeju-do,3,70000.0,12.8,10.9,16.3,0.0,4.2,270.0,49.4
2020-04-03,Seoul,20,10000.0,10.0,5.3,16.3,0.0,5.7,270.0,53.8
2020-04-04,Daejeon,1,15000.0,9.5,4.3,16.6,0.0,6.7,140.0,48.9
2020-04-04,Gwangju,1,13000.0,8.9,4.4,17.3,0.0,4.1,250.0,45.6
2020-04-04,Gyeonggi-do,13,20000.0,8.9,4.6,13.7,0.0,7.7,320.0,54.9
2020-04-04,Gyeongsangbuk-do,5,60000.0,9.6,3.3,16.6,0.0,10.8,50.0,43.9
2020-04-04,Gyeongsangnam-do,1,61000.0,13.0,6.4,22.7,0.0,6.1,180.0,37.5
2020-04-04,Incheon,1,14000.0,8.7,6.1,11.5,0.0,9.9,360.0,40.4
2020-04-04,Jeollabuk-do,1,50000.0,8.0,3.1,15.5,0.0,5.8,270.0,52.6
2020-04-04,Seoul,19,10000.0,8.9,5.0,13.3,0.0,6.3,290.0,36.4
2020-04-05,Chungcheongnam-do,1,41000.0,6.3,0.6,12.0,0.0,5.5,320.0,41.6
2020-04-05,Daejeon,2,15000.0,8.0,0.6,16.5,0.0,4.0,270.0,35.0
2020-04-05,Gyeonggi-do,7,20000.0,6.7,2.0,11.8,0.0,5.3,270.0,52.0
2020-04-05,Gyeongsangbuk-do,2,60000.0,6.0,0.0,14.0,0.0,6.0,180.0,54.0
2020-04-05,Gyeongsangnam-do,2,61000.0,9.0,4.4,15.7,0.0,5.1,50.0,30.5
2020-04-05,Incheon,1,14000.0,7.0,3.0,11.1,0.0,8.2,20.0,33.9
2020-04-05,Seoul,11,10000.0,7.2,1.9,13.7,0.0,5.4,270.0,29.5
2020-04-06,Busan,1,11000.0,11.7,7.3,15.1,0.0,7.7,200.0,47.3
2020-04-06,Chungcheongnam-do,1,41000.0,7.6,-1.6,15.9,0.0,5.0,200.0,60.1
2020-04-06,Gyeonggi-do,8,20000.0,8.2,1.1,15.7,0.0,5.9,290.0,71.4
2020-04-06,Gyeongsangbuk-do,1,60000.0,10.8,0.9,17.3,0.0,5.9,180.0,43.1
2020-04-06,Gyeongsangnam-do,1,61000.0,10.2,3.8,17.0,0.0,5.2,360.0,46.3
2020-04-06,Seoul,8,10000.0,9.3,2.9,16.1,0.0,5.9,290.0,38.3
2020-04-07,Busan,2,11000.0,14.5,9.5,20.6,0.0,7.9,290.0,39.6
2020-04-07,Chungcheongnam-do,1,41000.0,9.1,2.5,16.6,0.0,4.5,180.0,71.6
2020-04-07,Gyeonggi-do,8,20000.0,9.6,3.8,17.4,0.0,5.7,270.0,78.4
2020-04-07,Gyeongsangbuk-do,4,60000.0,13.4,8.0,20.7,0.0,8.4,290.0,41.6
2020-04-07,Gyeongsangnam-do,1,61000.0,13.6,7.7,21.6,0.0,4.2,50.0,37.8
2020-04-07,Incheon,3,14000.0,9.4,7.1,13.4,0.0,5.6,230.0,70.1
2020-04-07,Jeollabuk-do,1,50000.0,10.6,4.3,17.7,0.0,4.1,270.0,58.4
2020-04-07,Sejong,2,,,,,,,,
2020-04-07,Seoul,10,10000.0,10.6,6.0,16.8,0.0,5.1,270.0,56.6
2020-04-08,Daejeon,1,15000.0,10.1,5.1,16.3,0.0,5.4,250.0,40.5
2020-04-08,Gyeonggi-do,9,20000.0,8.8,3.7,13.9,0.0,7.1,270.0,54.9
2020-04-08,Gyeongsangnam-do,2,61000.0,14.1,9.0,20.7,0.0,4.2,270.0,35.4
2020-04-08,Sejong,2,,,,,,,,
2020-04-08,Seoul,11,10000.0,9.4,5.2,14.2,0.0,5.9,290.0,25.5
2020-04-09,Busan,1,11000.0,11.8,8.0,18.0,0.0,7.4,50.0,47.8
2020-04-09,Gyeonggi-do,8,20000.0,8.2,2.0,14.0,0.0,6.1,250.0,67.8
2020-04-09,Gyeongsangbuk-do,7,60000.0,9.0,1.2,17.5,0.0,7.8,50.0,58.4
2020-04-09,Incheon,2,14000.0,8.4,5.8,12.5,0.0,7.6,340.0,56.4
2020-04-09,Seoul,5,10000.0,8.9,4.3,14.7,0.0,5.7,270.0,44.6
2020-04-10,Gyeonggi-do,8,20000.0,9.3,2.9,16.0,0.0,5.5,250.0,75.0
2020-04-10,Gyeongsangbuk-do,3,60000.0,8.9,5.0,13.8,0.1,4.9,160.0,62.3
2020-04-10,Incheon,1,14000.0,9.5,5.4,14.3,0.0,5.5,250.0,61.4
2020-04-10,Seoul,3,10000.0,10.7,5.8,16.8,0.0,4.1,290.0,52.6
2020-04-10,Ulsan,1,16000.0,9.4,6.9,13.2,0.0,4.4,340.0,56.6
2020-04-11,Chungcheongnam-do,1,41000.0,7.0,1.2,14.0,0.0,4.9,230.0,71.3
2020-04-11,Gyeonggi-do,5,20000.0,8.4,4.1,14.8,0.0,4.2,270.0,81.9
2020-04-11,Gyeongsangbuk-do,3,60000.0,10.8,5.6,16.4,0.0,5.1,180.0,64.5
2020-04-11,Seoul,2,10000.0,9.9,6.2,16.0,0.0,4.9,290.0,63.8
2020-04-11,Ulsan,1,16000.0,10.2,5.5,15.0,2.2,4.1,140.0,72.6
2020-04-12,Gyeonggi-do,5,20000.0,9.6,2.4,15.5,0.0,5.4,50.0,70.1
2020-04-12,Gyeongsangbuk-do,4,60000.0,9.6,5.8,15.2,2.3,11.5,50.0,76.3
2020-04-12,Incheon,1,14000.0,10.3,5.5,15.3,0.0,9.1,70.0,56.6
2020-04-12,Seoul,8,10000.0,9.9,4.4,15.6,0.0,7.4,90.0,58.6
2020-04-13,Gyeongsangbuk-do,3,,,,,,,,
2020-04-13,Sejong,1,,,,,,,,
2020-04-13,Ulsan,1,,,,,,,,
